,Vmag,Plx,e_Plx,B-V,SpType,Class,Abs_Vmag,L,T,R
249,8.34,4.54,1.23,1.085,K1III,Giant,1.6252792642855187,19.140409240906692,4850.0,4321159637.930615
250,4.44,6.62,0.82,1.64,M1III,Giant,-1.4557100528014981,326.894370392141,3400.0,36337418032.95148
251,7.97,6.1,0.74,1.077,K0III,Giant,1.8966491750538346,14.907263445551502,5000.0,3588121437.9928527
252,8.69,7.03,0.77,0.969,K1III,Giant,2.9247766250991187,5.782648030753362,4850.0,2375133804.432894
253,8.48,2.67,0.84,1.199,K2III,Giant,0.6125563068228779,48.64747315141918,4700.0,7335717634.031251
254,8.11,4.94,0.91,0.144,A2/A3V,Dwarf,1.5786347446182347,19.980665208212955,9500.0,1150710138.1050978
255,7.21,7.86,1.07,1.087,K0III,Giant,1.6871127301970397,18.08075738632735,5000.0,3951631868.289544
256,9.14,3.28,1.34,1.127,K1III,Giant,1.7193692185583966,17.55146571345543,4850.0,4137913390.1877275
257,7.44,2.71,0.82,1.654,M1/M2III,Giant,-0.39515354562797,123.07334785394748,3400.0,22296277021.090824
258,9.23,0.84,1.2,1.154,K1III,Giant,-1.1486035696905912,246.353546158267,4850.0,15502584611.604183
259,8.09,8.59,0.67,0.454,F6IV/V,Dwarf,2.7599658191562124,6.73060831331536,6600.0,1383717604.0955696
260,8.23,2.72,1.01,1.294,K2/K3III,Giant,0.40284452017099426,59.01319381110337,4700.0,8079547198.686507
261,7.95,11.36,1.08,0.818,G8IV,Dwarf,3.226891656874999,4.377990495454789,5200.0,1797789743.4809089
262,9.1,2.38,1.28,1.13,G8IIICN...,Giant,0.9828847852825593,34.58769528709034,5200.0,5053151316.213176
263,8.68,9.91,1.15,0.45,F2V,Dwarf,3.6603682724263766,2.93680869170361,7200.0,768035004.2385548
264,8.12,18.95,0.99,0.661,G3V,Dwarf,4.5080460715204556,1.3452032037936053,5700.0,829377813.822352
265,8.16,7.28,0.99,0.488,F2/F3V,Dwarf,2.4706568965651865,8.785845608157189,7200.0,1328418665.625823
266,8.55,4.38,1.15,0.692,G3V,Dwarf,1.7573705525204986,16.94775239092932,5700.0,2943842170.6021457
267,7.57,10.89,0.82,0.43,F3V,Dwarf,2.7551393987788764,6.7605959437914995,7050.0,1215408963.1423826
268,9.4,2.85,1.36,1.108,G8III,Giant,1.6742243000425514,18.2966779482492,5200.0,3675256151.3558707
269,7.61,4.53,0.86,0.968,G4III,Giant,0.8904910100641583,37.66005487433155,5600.0,4546451878.798919
270,6.81,8.31,0.93,1.225,K2III,Giant,1.4080051189205527,23.381110991487727,4700.0,5085633209.299474
271,7.83,6.34,1.89,1.074,K0/K1IV,Dwarf,1.8404462894086642,15.699296232884144,5000.0,3682207531.642334
272,9.34,15.19,1.43,0.655,G5V,Dwarf,5.247788869313931,0.6805754029423113,5500.0,633608396.7193662
273,7.88,21.66,1.22,0.579,F8/G0V,Dwarf,4.558292261446507,1.2843649060913442,6300.0,663393626.56422
274,7.52,1.9,0.9,1.211,K2III,Giant,-1.0862319952358561,232.59960008320238,4700.0,16040464648.985682
275,9.13,6.73,1.26,0.526,F5V,Dwarf,3.2700753211198847,4.207271135147091,6750.0,1045925817.5467833
276,4.74,10.49,0.77,0.032,A3V,Dwarf,-0.15612255903221062,98.7522333897533,9250.0,2698349350.0724277
277,8.64,1.8,0.96,1.288,M6III,Giant,-0.08363747448346892,92.37436572318101,2900.0,26551430074.712467
278,8.52,0.77,1.09,1.585,M1III,Giant,-2.0475463741375908,563.8370247569449,3400.0,47722934393.71301
279,8.37,20.73,0.7,0.656,G5V,Dwarf,4.952996510469303,0.8928921005618105,5500.0,725742054.601691
280,8.56,4.7,0.79,0.241,A4III,Giant,1.9204892896785886,14.583488132421817,9000.0,1095352404.385716
281,10.19,5.52,1.33,0.528,F8/G0V,Dwarf,3.899695388645995,2.3558091873035147,6300.0,898456665.833637
282,6.16,6.71,1.23,0.893,G8III,Giant,0.2936126008449609,65.25954356232688,5200.0,6941023378.606712
283,9.34,1.84,1.04,1.095,K1III,Giant,0.6640891150476822,46.39232646615731,4850.0,6727408153.667478
284,6.44,4.05,0.87,1.608,M2III,Giant,-0.5227248839266565,138.41879196795256,3300.0,25100237225.615444
285,6.75,4.35,0.77,1.14,G8III,Giant,-0.057553715226813296,90.18149975541623,5200.0,8159437459.50371
286,8.7,10.52,0.76,0.427,F3V,Dwarf,3.810078699088601,2.5585184115891484,7050.0,747694554.7339427
287,8.62,4.21,0.83,1.248,K2III,Giant,1.7414104791783398,17.198732944536836,4700.0,4361749190.251334
288,6.93,2.04,0.85,1.596,M4III,Giant,-1.521849162870506,347.42765427545964,3100.0,45062676478.032875
289,6.52,14.39,0.66,0.214,A5Vn,Dwarf,2.3103039696830265,10.184222676252835,8750.0,968402753.7035228
290,8.65,4.33,1.16,0.061,A1V,Dwarf,1.8324394817668281,15.815505028892893,9750.0,971942290.7797227
291,6.33,13.67,0.62,0.113,A2Vnn,Dwarf,2.008842572839111,13.443686131242075,9500.0,943887316.2018539
292,9.17,5.19,1.51,0.546,F5V,Dwarf,2.745836789242288,6.818772594222205,6750.0,1331538525.1725433
293,8.02,7.52,0.69,0.349,F0III/IV,Dwarf,2.401089202958211,9.367247832021825,7500.0,1264129764.2777262
294,10.44,1.29,1.77,0.34,A1V,Dwarf,0.9929485514962426,34.26856511648024,9750.0,1430694498.5861611
295,7.38,4.12,0.91,0.996,K0III,Giant,0.4544860801656725,56.271887333116865,5000.0,6971302217.646748
296,7.82,2.43,0.71,0.182,A5V,Dwarf,-0.2519686320084382,107.86666154225848,8750.0,3151633377.490094
297,6.03,24.72,0.54,0.382,F2V,Dwarf,2.995242332083892,5.41924883293907,7200.0,1043308467.196535
298,9.02,2.36,1.09,0.947,K0III,Giant,0.8845600148505337,37.866351591652695,5000.0,5718668226.907059
299,9.46,1.28,1.41,0.94,G6/G8III/IV,Dwarf,-0.00395015176065705,85.83708794970467,5400.0,7381729840.425584
300,6.3,3.4,0.83,1.34,K2III,Giant,-1.0426054147887243,223.43822615618944,4700.0,15721399365.351427
301,6.01,25.71,1.73,0.549,F7V+...,Dwarf,3.0605103832143037,5.103059014307089,6450.0,1261548770.3120506
302,8.63,4.42,1.32,1.194,K1/K2III/IV,Dwarf,1.8571113467454605,15.460154659051241,4850.0,3883574299.4637613
303,9.22,2.87,1.09,0.993,K0III,Giant,1.5094094836699625,21.29616517362118,5000.0,4288632901.6237335
304,7.56,5.48,1.03,1.14,K1III,Giant,1.2539027924218438,26.94691794633008,4850.0,5127188107.776984
305,5.63,12.15,0.87,0.214,A9IV:,Dwarf,1.0528813896716542,32.4281078028927,7750.0,2202751864.5627847
307,6.89,5.9,0.84,1.03,K1III,Giant,0.7442600582107222,43.08997086922427,4850.0,6483549061.495475
308,6.62,4.63,2.36,0.478,A7/8V + G,Dwarf,-0.052095044910231536,89.72921704445199,8250.0,3233457972.577502
309,6.85,8.21,0.91,1.028,G8III,Giant,1.4217157855972022,23.08769665352022,5200.0,4128495305.0131383
310,8.53,6.13,0.69,0.848,G8V,Dwarf,2.4673023725920746,8.81303394085342,5200.0,2550728370.0807743
311,7.72,7.74,0.91,0.701,F8V,Dwarf,2.1637048034144613,11.656560752640342,6300.0,1998537470.9652808
312,7.88,5.3,0.81,0.72,G3IV/V,Dwarf,1.501379348003944,21.454263904263794,5700.0,3312190265.061169
313,8.74,3.12,1.02,0.349,F2IV/V,Dwarf,1.210772970092215,28.038958363502893,7200.0,2373144174.4287934
314,7.88,22.7,0.99,0.716,G5V,Dwarf,4.660129285965613,1.1693691199257128,5500.0,830536283.2532685
315,8.54,2.5,1.15,1.31,K2III,Giant,0.5297000433601866,52.50545415362527,4700.0,7621047566.786902
316,8.69,8.41,1.32,0.575,G3V,Dwarf,3.3139799789895594,4.040524789078954,5700.0,1437399054.7597947
317,6.82,5.58,0.67,0.962,G8III,Giant,0.5531709946878927,51.3825410580247,5200.0,6158986897.67606
318,7.62,2.53,0.89,1.56,K5III...,Giant,-0.36439739412090866,119.63574268346018,4250.0,14068921077.605083
319,8.34,5.97,1.0,0.973,K0IIICN...,Giant,2.2198716556468447,11.068852183108273,5000.0,3091857458.1108937
320,6.88,0.22,0.99,1.631,M1III,Giant,-6.4078865958889715,31287.819319360446,3400.0,355498679518.86926
321,7.99,8.04,0.7,0.907,K0III,Giant,2.5162802437422567,8.424290462395854,5000.0,2697334679.3047132
322,6.57,6.49,0.88,0.921,K0III,Giant,0.6312234840018469,47.81818078916122,5000.0,6426354730.549056
323,6.59,8.71,0.86,1.102,K2III,Giant,1.2900907750383173,26.063527651654734,4700.0,5369440828.431969
324,7.94,11.59,0.91,0.383,F0III,Giant,3.2604171798179813,4.244865626120156,7500.0,850976613.8713497
325,7.78,9.33,1.68,0.459,F5/F6V,Dwarf,2.629408218732502,7.590666681525969,6750.0,1404884410.9813228
326,10.42,1.86,2.08,0.509,F3/F5V,Dwarf,1.7675647210895828,16.78936391473459,7050.0,1915345236.173215
327,11.54,21.7,3.39,1.34,K7V:,Dwarf,8.222298669242647,0.04395557081942421,3950.0,312191410.13346964
328,7.91,2.65,1.01,1.23,K1III,Giant,0.026229369684038772,83.48387025905757,4850.0,9024558998.938623
329,7.17,5.08,0.79,1.352,K4III,Giant,0.6993185614195969,44.91109889730662,4400.0,8042288831.465324
330,9.05,4.72,0.91,0.491,F5V,Dwarf,2.419709993170441,9.20795798393131,6750.0,1547327689.3994923
331,8.28,5.82,1.28,0.902,G8III/IV,Dwarf,2.104614923249443,12.308568411278864,5200.0,3014430415.358648
332,8.78,9.04,1.83,0.9,K2III:,Giant,3.560842152376816,3.2187560229988748,4700.0,1886933053.6808136
333,9.42,32.77,1.71,1.163,K4III,Giant,6.997382206911879,0.1358327710367965,4400.0,442287948.45525396
334,4.26,4.43,0.8,0.012,B7III,Giant,-2.5079813688846517,861.6613823072466,14500.0,3243698564.913339
335,9.16,7.35,1.28,0.504,F5V,Dwarf,3.4914366954209743,3.4312440176807004,6750.0,944553224.9106741
336,5.13,7.98,0.71,-0.128,B7III-IV,Dwarf,-0.3599855432463528,119.15056964611554,14500.0,1206202531.2780755
337,8.53,20.29,0.93,0.705,G6V,Dwarf,5.06641023516673,0.8043244376610337,5400.0,714556033.861256
338,9.51,1.2,1.35,1.2,K1/K2III:,Giant,-0.09409376976187644,93.26832831613484,4850.0,9538757272.872124
339,7.39,13.03,0.69,0.397,F2/F3IV/V,Dwarf,2.964722078562925,5.57375395379104,7200.0,1058076533.0879936
340,8.53,0.3,0.86,1.315,K3II/III,Giant,-4.084393726401688,3680.717832395854,4550.0,68085032296.841866
341,8.3,1.75,1.01,1.171,K1/K2III,Giant,-0.4848097565685272,133.66824907887684,4850.0,11419282865.04234
342,9.23,8.23,0.88,0.633,F7V,Dwarf,3.8069991760613497,2.565785912266379,6450.0,894538336.18726
343,8.78,0.42,1.36,1.315,K1III,Giant,-3.1037535480105003,1491.6165692646068,4850.0,38146377367.92537
344,9.41,4.25,1.36,1.31,K2/K3III:,Giant,2.551944650251558,8.152050655940627,4700.0,3002934762.6303844
345,6.91,3.69,0.8,1.123,K0III,Giant,-0.25486816920469835,108.15512644796965,5000.0,9664774479.174274
346,5.72,3.82,0.92,1.545,M0III,Giant,-1.3696831854414562,301.99169893937153,3500.0,32958663505.873684
347,8.07,5.78,0.7,0.328,F0II/III,Giant,1.8796391921026459,15.142662876355539,7500.0,1607262376.0655086
348,9.03,4.74,0.88,1.096,K1III,Giant,2.408891708370426,9.300169316305238,4850.0,3012105151.9734406
349,8.93,16.39,1.48,0.677,G5V,Dwarf,5.002894767852496,0.8527833217053948,5500.0,709254579.3601046
350,7.08,4.11,0.94,1.641,M0III,Giant,0.1492091093803456,74.54323975489835,3500.0,16374808199.30118
351,4.66,42.35,0.87,0.333,F3III,Giant,2.7942670733336286,6.521284426433432,7050.0,1193703633.2437527
352,6.97,3.21,0.6,1.377,K3III,Giant,-0.4974748379756395,135.2366924608948,4550.0,13050665408.893656
353,10.1,8.64,2.25,0.67,G8V,Dwarf,4.7825687123944665,1.0446563448702713,5200.0,878189447.849947
355,8.26,0.97,1.15,1.113,K1/K2III,Giant,-1.806141328668776,451.4262741719726,4850.0,20985441840.87054
356,7.6,1.47,0.84,0.101,B8III,Giant,-1.5634133262591199,360.98642096789393,13000.0,2611962314.7764187
357,9.73,10.37,2.67,0.773,G8V,Dwarf,4.808893781945205,1.019630696485633,5200.0,867606789.6949646
358,9.22,4.29,0.87,0.627,G1IV,Dwarf,2.3822864609236234,9.530890426722033,5900.0,2060491814.235704
359,8.27,3.84,1.11,1.087,K0III,Giant,1.1916561218376547,28.537044362837772,5000.0,4964467421.027998
360,9.31,13.63,1.25,0.733,G8IV/V,Dwarf,4.9824792791733685,0.8689710226594692,5200.0,800947662.7770852
361,8.57,6.08,1.18,0.301,A8V,Dwarf,2.489517896363676,8.63453187302417,8000.0,1066713037.185146
362,7.66,9.2,0.84,0.308,A8IV+...,Dwarf,2.478939136727776,8.719076909975245,8000.0,1071922677.1705394
363,6.58,3.84,0.75,0.021,B9V,Dwarf,-0.4983438781623448,135.34498666815605,11500.0,2043777363.1773942
365,7.26,5.48,0.82,1.061,K0III,Giant,0.9539027924218448,35.52343798220664,5000.0,5538927301.310354
366,9.25,7.58,1.17,0.3,A3II/IIIp..,Giant,3.648346028160267,2.9695099894759815,9250.0,467915151.56104803
367,5.66,4.29,0.7,-0.113,B5V...,Dwarf,-1.177713539076377,253.04827287693536,17500.0,1206795743.9392924
368,9.69,7.74,0.95,0.72,G2V:,Dwarf,4.133704803414462,1.8990296714398593,5800.0,951739439.5083191
369,6.92,4.14,0.8,1.383,K3III,Giant,0.005001705604495754,85.13223925754414,4550.0,10354578230.87377
370,8.48,0.95,1.03,1.461,K1V,Dwarf,-1.6313819735557615,384.30820704009636,4850.0,19362638213.010414
371,9.93,4.25,2.39,0.539,G2V,Dwarf,3.0719446502515577,5.049596305333284,5800.0,1551959990.9305491
372,7.48,1.23,0.94,1.614,K5III,Giant,-2.0704744428030093,575.8710791946074,4250.0,30866895567.33892
373,6.11,6.65,0.52,0.265,A7IV,Dwarf,0.2241082265155221,69.57402779840561,8250.0,2847238546.368017
374,5.51,27.55,0.74,0.321,F0V,Dwarf,2.7106080159390196,7.043660385576115,7500.0,1096187525.9646742
375,6.99,1.37,0.82,1.625,K5III,Giant,-2.3263971642179673,728.9527555767659,4250.0,34728018916.99939
376,7.99,2.83,0.91,1.58,M1III,Giant,0.2489321776214517,68.00127858020001,3400.0,16573295874.707977
377,9.27,2.77,1.26,1.007,K1III,Giant,1.4823988453222423,21.832636909356967,4850.0,4615064737.158015
378,8.15,5.91,0.96,0.029,A1V,Dwarf,2.0079374044062774,13.454899234396356,9750.0,896477041.528343
379,9.56,9.64,1.47,0.61,G3V,Dwarf,4.480385169514156,1.3799164658792187,5700.0,840010791.8545609
380,8.86,10.31,1.31,0.575,G2V,Dwarf,3.926293326417582,2.2987958994318687,5800.0,1047134330.5034009
381,5.3,9.47,0.81,0.891,G8III,Giant,0.1817498950163685,72.34213315770047,5200.0,7307976574.549144
382,9.03,1.65,1.2,0.972,G8IV,Dwarf,0.11741972106953114,76.75817552652282,5200.0,7527726173.342796
383,8.68,2.26,1.35,1.238,K1/K2III,Giant,0.45054219573700394,56.476674017112586,4850.0,7422654697.559449
384,8.54,1.94,0.91,1.618,M0III,Giant,-0.02099135034887034,87.1950416924638,3500.0,17709976488.53993
385,8.25,4.25,1.14,0.38,F3III,Giant,1.391944650251558,23.7295578611658,7050.0,2277061538.1066666
386,9.71,0.87,1.53,0.915,G8IV/V,Dwarf,-0.5924037369069062,147.59374889775958,5200.0,10438436971.331343
387,8.21,1.61,1.24,1.059,K1III...,Giant,-0.755870619840751,171.57654839214305,4850.0,12937598363.656378
388,7.25,9.84,0.87,0.84,G8IV,Dwarf,2.2149754921567073,11.118882717955133,5200.0,2865049078.617179
389,9.98,0.82,1.84,0.439,F3V,Dwarf,-0.45093073808141604,129.56150573809464,7050.0,5320689773.6746435
390,7.39,1.3,0.84,1.579,M3III,Giant,-2.0402832384658147,560.0775873638252,3200.0,53694811090.23154
391,9.67,4.54,1.32,0.43,F2V,Dwarf,2.955279264285519,5.622443560203306,7200.0,1062687905.5601702
392,9.54,8.02,2.04,0.6,G3V,Dwarf,4.060871841420816,2.0307963086074157,5700.0,1019040981.4255451
393,8.68,10.95,0.9,0.463,F5V,Dwarf,3.877070595880685,2.40541753453115,6750.0,790853186.9587572
394,6.1,7.42,0.79,1.028,K2III,Giant,0.45201952639513365,56.399876288737204,4700.0,7898625778.908246
395,9.33,3.04,1.37,0.977,G8III,Giant,1.7443679180437694,17.15194673684976,5200.0,3558428147.6581454
396,8.47,2.37,1.2,2.155,M2Iab,Giant,0.343741730050521,62.314827329048654,3300.0,16841314912.243734
397,7.98,3.78,1.05,1.061,K0III,Giant,0.8674589991861286,38.467521489894985,5000.0,5763884536.77415
398,6.52,6.46,0.86,0.987,K0III,Giant,0.5711625899754207,50.538062313345804,5000.0,6606591634.486742
399,8.57,22.9,0.93,0.695,G6V,Dwarf,5.3691774116994395,0.6085810827455758,5400.0,621555456.1167393
400,9.68,6.87,1.5,0.455,F2IV/V,Dwarf,3.864783685297752,2.4327947950473265,7200.0,699030177.0862212
401,7.89,0.97,0.93,0.457,B3Ia,Giant,-2.176141328668775,634.7374130656592,20500.0,1392828052.353937
402,9.37,8.68,0.99,0.581,F7V,Dwarf,4.06259862588246,2.027568883544184,6450.0,795200341.7507917
403,10.06,46.22,4.48,1.365,K7V,Dwarf,8.384149705715453,0.037867822412448654,3950.0,289767152.538939
404,9.2,3.16,1.23,1.23,K2/K3III,Giant,1.6984354130920192,17.893171447261786,4700.0,4448935651.446644
405,9.04,4.73,0.94,0.47,F5V,Dwarf,2.414305703689056,9.253907431062673,6750.0,1551183613.4511385
406,5.55,6.56,0.71,1.262,K1III,Giant,-0.36548080312169695,119.75518744225013,4850.0,10808660321.995779
407,8.93,0.81,0.91,1.573,K3/K4III,Giant,-1.52757490560675,349.26478017991985,4550.0,20973107457.525406
408,8.71,2.73,1.34,1.106,K1III,Giant,0.8908132352037814,37.64887922102752,4850.0,6060392155.017812
409,7.0,9.36,0.88,0.534,F7IV,Dwarf,1.856379243690526,15.470583342551887,6450.0,2196555060.571182
410,8.88,6.17,1.24,0.605,F8V,Dwarf,2.831425820166208,6.301862369033666,6300.0,1469472749.0619996
411,7.11,4.93,0.59,1.187,K1/K2III,Giant,0.5742345963861499,50.39526388891828,4850.0,7011639244.412233
412,7.94,0.44,0.77,1.435,K4III,Giant,-3.842736617569063,2946.2183952080736,4400.0,65138131098.60826
413,5.53,5.84,0.61,1.615,M2III,Giant,-0.6379357644380015,153.91525601501837,3300.0,26468000444.379498
415,8.01,1.79,0.95,1.525,M3III,Giant,-0.7257348451005345,166.8795136000193,3200.0,29309589404.136112
416,8.92,1.42,1.22,1.093,K0III,Giant,-0.3185582780847174,114.68969650838827,5000.0,9952458414.038248
417,8.34,3.86,2.85,0.158,B9IV,Dwarf,1.2729365233587764,26.478613099704724,11500.0,903982690.5749935
418,9.1,1.71,1.01,1.438,K3III:,Giant,0.2649805519607682,67.00348835740566,4550.0,9186161830.483433
419,9.02,3.93,1.23,1.003,G8/K0IVp...,Dwarf,1.9919627518771321,13.654337217283757,5200.0,3174949364.5698466
420,8.99,6.21,1.28,0.548,F7V,Dwarf,2.955458000882901,5.621518010299607,6450.0,1324084045.0241537
421,6.97,3.08,0.71,1.52,K7Iab:,Giant,-0.587246417497779,146.89429694771002,3950.0,18047475243.011265
422,9.28,4.91,1.26,0.569,G0V,Dwarf,2.7354074606148426,6.88459097520828,6000.0,1693342269.0680645
423,8.12,4.8,0.97,0.93,K1III...,Giant,1.5262061868779355,20.96922576049091,4850.0,4522888682.615267
424,6.69,7.47,0.81,0.999,K0III,Giant,1.056603009076996,32.317137590851566,5000.0,5283048692.114895
425,10.23,10.07,1.85,0.786,G6/G8V:,Dwarf,5.24514735276809,0.6822332902956416,5400.0,658092759.4408934
426,8.56,4.15,0.88,0.095,A0V,Dwarf,1.650240483560463,18.705367338937073,10000.0,1004827006.9471828
427,8.09,3.38,1.13,1.125,K1IIICN...,Giant,0.7345835013882738,43.47574303885114,4850.0,6512507071.754976
428,9.09,7.24,1.33,0.722,G5V,Dwarf,3.388692830985736,3.771821812947877,5500.0,1491620637.2350414
429,9.15,27.05,1.23,0.887,K2V,Dwarf,6.310836347212941,0.2556444594743826,4700.0,531778353.49947405
430,7.92,20.24,1.19,0.991,K0IV,Dwarf,4.451052540838807,1.4177068061159943,5000.0,1106525385.9598808
431,7.66,20.44,0.96,0.741,G5IV,Dwarf,4.212404457313376,1.7662425524169518,5500.0,1020723165.5728261
432,8.21,1.93,0.87,1.565,M0/M1III,Giant,-0.3622134549611289,119.39532758003806,3500.0,20723626455.800846
433,10.21,4.21,1.64,0.628,G3/G5V,Dwarf,3.3314104791783414,3.9761726456952493,5700.0,1425906614.9558702
434,8.84,1.79,0.84,1.496,K5III,Giant,0.10426515489946553,77.69386527261473,4250.0,11337666617.363379
435,5.94,10.57,0.72,0.975,K0III,Giant,1.0603749365371336,32.20505478016185,5000.0,5273879358.144038
436,8.47,8.4,1.63,0.407,F0V,Dwarf,3.091396430309409,4.959930207623733,7500.0,919863601.5912201
437,9.33,6.77,1.38,0.48,F3/F5V,Dwarf,3.482943343425722,3.458192082731736,7050.0,869269617.6259674
438,8.13,8.41,0.8,0.471,F3/F5V,Dwarf,2.7539799789895607,6.767819558992894,7050.0,1216058114.6928153
439,8.28,2.6,0.94,1.032,G9III,Giant,0.35486673985409034,61.679546740734494,5100.0,7015173444.759117
440,7.66,1.53,0.99,1.405,K3III,Giant,-1.416542845912005,315.3114848056138,4550.0,19927612977.68748
441,9.27,3.45,0.98,1.065,K0III,Giant,1.9590954753663699,14.074020531512614,5000.0,3486400377.6642203
442,7.0,20.28,0.82,0.545,F7V,Dwarf,3.535339753306493,3.295258731152147,6450.0,1013756166.4230788
443,9.02,2.37,1.23,0.958,G8III,Giant,0.8937417300505199,37.547462884556175,5200.0,5264920158.239941
444,6.42,4.7,0.87,1.241,K0IV,Dwarf,-0.219510710321412,104.68957376173987,5000.0,9508672413.33442
445,8.88,1.24,1.13,0.428,F2V,Dwarf,-0.652891574188823,156.05018454873405,7200.0,5598547005.906784
446,9.23,6.04,0.96,0.508,F5V,Dwarf,3.135184693105659,4.763864503796105,6750.0,1112961991.5372577
447,9.32,1.27,0.9,-0.154,B5III,Giant,-0.16098139522021526,99.19517691652214,17500.0,755574616.3244183
448,8.25,6.94,1.03,0.927,K0III,Giant,2.4567973522742736,8.89872236160148,5000.0,2772247486.335406
449,9.6,7.92,1.55,0.549,G0V,Dwarf,4.093625907947468,1.9704439947477748,6000.0,905915573.2506007
450,8.56,2.27,1.05,1.134,K1/K2III,Giant,0.3401292859656131,62.52251573458688,4850.0,7809854151.774143
451,7.04,2.9,0.84,1.428,K4III,Giant,-0.6480100105052209,155.35011006442298,4400.0,14957486108.264908
452,8.2,0.25,1.18,1.308,K2/K3III,Giant,-4.810299956639813,7183.056302894709,4700.0,89138864583.39438
453,9.28,1.4,1.24,0.16,B8III,Giant,0.010640178391190247,84.69125277047814,13000.0,1265146307.9099681
454,5.51,27.84,0.88,0.334,F0III-IV,Dwarf,2.7333461546926223,6.897674655969018,7500.0,1084768348.3188436
455,8.22,9.24,0.74,0.52,G0V,Dwarf,3.048359856100534,5.160491180740231,6000.0,1466058154.1641965
456,9.07,8.41,1.26,0.502,F8IV,Dwarf,3.69397997898956,2.8472808961935594,6300.0,987739079.2883308
457,6.21,3.89,0.82,1.482,M0III,Giant,-0.8402519933714601,185.44372105218153,3500.0,25827249402.541428
458,7.91,0.86,0.65,1.131,G8III,Giant,-2.41750774378216,792.7667061854124,5200.0,24192134737.70397
459,7.95,7.46,1.15,0.317,F0IV/V,Dwarf,2.313694137363342,10.15247088918771,7500.0,1316047389.8017864
460,8.67,2.2,1.11,1.144,K0III,Giant,0.38211340411103123,60.150878268905274,5000.0,7207574768.334956
461,8.53,15.24,0.79,0.647,G5V,Dwarf,4.444924835017908,1.425731112593239,5500.0,917068155.1418239
462,8.94,4.65,1.15,1.532,M6III,Giant,2.27726476444977,10.498910109182974,2900.0,8951262462.102848
463,8.88,2.54,1.01,0.0,A1V,Dwarf,0.9041685830996915,37.1885847129549,9750.0,1490403193.4957898
464,8.05,8.64,0.75,1.072,K1III,Giant,2.7325687123944675,6.902615752914691,4850.0,2594965273.671006
465,8.12,2.36,0.94,1.496,M0III,Giant,-0.01543998514946665,86.75032981195928,3500.0,17664756573.70971
466,8.58,7.86,1.11,0.417,F2IV/V,Dwarf,3.057112730197039,5.119054092030477,7200.0,1014000210.0708923
